test accuracy,recall,precision,trainingset_size,type,method,seed,percentage_spray
88.05714285714285,0.6924546322827125,0.8830694275274056,7200,active learning,uncertainty,8,0.38305555555555554
87.74285714285715,0.6685768863419294,0.8951406649616368,8400,active learning,uncertainty,8,0.3661904761904762
86.8,0.623686723973257,0.9056865464632455,9600,active learning,uncertainty,8,0.34270833333333334
86.71428571428571,0.5988538681948424,0.9330357142857143,10800,active learning,uncertainty,8,0.3412962962962963
87.85714285714286,0.6552053486150907,0.9146666666666666,12000,active learning,uncertainty,8,0.31616666666666665
80.45714285714286,0.3954154727793696,0.8903225806451613,1200,active learning,uncertainty_monte_carlo,8,0.2833333333333333
83.74285714285715,0.504297994269341,0.9134948096885813,2400,active learning,uncertainty_monte_carlo,8,0.4504166666666667
86.11428571428571,0.667621776504298,0.8351254480286738,3600,active learning,uncertainty_monte_carlo,8,0.49027777777777776
86.4857142857143,0.6408787010506208,0.8736979166666666,4800,active learning,uncertainty_monte_carlo,8,0.44416666666666665
86.54285714285714,0.620821394460363,0.8977900552486188,6000,active learning,uncertainty_monte_carlo,8,0.42966666666666664
87.22857142857143,0.6561604584527221,0.8875968992248062,7200,active learning,uncertainty_monte_carlo,8,0.395
87.68571428571428,0.6599808978032474,0.902088772845953,8400,active learning,uncertainty_monte_carlo,8,0.37761904761904763
88.31428571428572,0.6848137535816619,0.9007537688442211,9600,active learning,uncertainty_monte_carlo,8,0.3617708333333333
88.08571428571429,0.6809933142311366,0.8957286432160804,10800,active learning,uncertainty_monte_carlo,8,0.3353703703703704
87.4857142857143,0.6762177650429799,0.8773234200743495,12000,active learning,uncertainty_monte_carlo,8,0.3165
80.45714285714286,0.3954154727793696,0.8903225806451613,1200,active learning,random,8,0.2833333333333333
83.54285714285714,0.5405921680993314,0.8562783661119516,2400,active learning,random,8,0.2975
83.08571428571429,0.5023877745940784,0.88107202680067,3600,active learning,random,8,0.3
85.54285714285714,0.5816618911174785,0.8995568685376661,4800,active learning,random,8,0.299375
86.2,0.5988538681948424,0.908695652173913,6000,active learning,random,8,0.301
86.11428571428571,0.6084049665711557,0.8934081346423562,7200,active learning,random,8,0.30194444444444446
86.42857142857143,0.6170009551098377,0.8972222222222223,8400,active learning,random,8,0.30142857142857143
86.74285714285715,0.7077363896848138,0.8242491657397107,9600,active learning,random,8,0.30114583333333333
87.17142857142856,0.6294173829990449,0.9152777777777777,10800,active learning,random,8,0.30064814814814816
86.34285714285714,0.6150907354345749,0.8956884561891516,12000,active learning,random,8,0.2996666666666667
79.65714285714286,0.3524355300859599,0.9156327543424317,1200,active learning,uncertainty,9,0.2833333333333333
84.31428571428572,0.664756446991404,0.7785234899328859,2400,active learning,uncertainty,9,0.485
85.77142857142857,0.6389684813753582,0.8479087452471483,3600,active learning,uncertainty,9,0.4463888888888889
86.4,0.6590257879656161,0.8529048207663782,4800,active learning,uncertainty,9,0.43416666666666665
87.28571428571429,0.6981852913085005,0.85,6000,active learning,uncertainty,9,0.4141666666666667
88.22857142857143,0.6723973256924546,0.9107373868046572,7200,active learning,uncertainty,9,0.36777777777777776
87.5142857142857,0.6542502387774594,0.9013157894736842,8400,active learning,uncertainty,9,0.34035714285714286
87.54285714285714,0.6456542502387774,0.9122807017543859,9600,active learning,uncertainty,9,0.31895833333333334
88.65714285714286,0.6800382043935053,0.9198966408268734,10800,active learning,uncertainty,9,0.3337962962962963
87.68571428571428,0.673352435530086,0.8879093198992444,12000,active learning,uncertainty,9,0.30791666666666667
